"Start.station.number","starthour","freq.x","freq.y"
31205,17,2409,1113
31205,18,3036,896
31205,19,1454,560
31205,20,778,397
31205,21,565,311
31205,22,348,255
31205,23,248,173
31206,0,19,29
31206,1,8,18
31206,2,2,15
31206,3,3,10
31206,4,1,13
31206,5,20,37
31206,6,35,270
31206,7,74,626
31206,8,188,916
31206,9,110,445
31206,10,121,158
31206,11,300,137
31206,12,362,273
31206,13,280,347
31206,14,251,218
31206,15,555,209
31206,16,751,278
31206,17,1004,260
31206,18,465,140
31206,19,287,86
31206,20,167,51
31206,21,128,33
31206,22,52,50
31206,23,31,42
31207,0,32,42
31207,1,20,23
31207,2,16,11
31207,3,8,9
31207,4,7,2
31207,5,84,3
31207,6,184,14
31207,7,466,142
31207,8,761,97
31207,9,388,166
31207,10,264,98
31207,11,274,138
31207,12,316,185
31207,13,238,186
31207,14,274,190
31207,15,335,228
31207,16,317,284
31207,17,344,352
31207,18,387,393
31207,19,319,383
31207,20,246,238
31207,21,215,208
31207,22,106,150
31207,23,47,126
31208,0,51,65
31208,1,14,47
31208,2,7,16
31208,3,4,12
31208,4,4,19
31208,5,7,36
31208,6,19,950
31208,7,207,1619
31208,8,317,1258
31208,9,214,613
31208,10,251,320
31208,11,338,384
31208,12,376,554
31208,13,379,583
31208,14,389,437
31208,15,1087,436
31208,16,1256,564
31208,17,1148,814
31208,18,782,1088
31208,19,447,680
31208,20,322,497
31208,21,349,288
31208,22,455,209
31208,23,117,140
31209,0,148,45
31209,1,46,18
31209,2,1,4
31209,3,2,8
31209,4,35,4
31209,5,135,20
31209,6,63,206
31209,7,163,333
31209,8,172,494
31209,9,174,254
31209,10,155,217
31209,11,249,311
31209,12,260,642
31209,13,243,622
31209,14,457,410
31209,15,386,597
31209,16,538,673
31209,17,674,950
31209,18,413,1386
31209,19,314,787
31209,20,268,295
31209,21,969,175
31209,22,673,112
31209,23,109,59
31211,0,30,21
31211,1,10,7
31211,2,3,1
31211,3,1,8
31211,4,1,3
31211,5,6,6
31211,6,116,84
31211,7,274,375
31211,8,321,1513
31211,9,270,1097
31211,10,251,327
31211,11,445,400
31211,12,542,477
31211,13,528,557
31211,14,503,663
31211,15,546,614
31211,16,594,674
31211,17,1038,1080
31211,18,1226,1040
31211,19,863,550
31211,20,385,201
31211,21,415,152
31211,22,346,83
31211,23,110,41
31212,0,184,208
31212,1,97,137
31212,2,94,84
31212,3,50,45
31212,4,20,22
31212,5,96,316
31212,6,244,544
31212,7,789,2276
31212,8,1764,3045
31212,9,1531,1876
31212,10,1444,1156
31212,11,1471,1134
31212,12,1504,1502
31212,13,1352,1423
31212,14,1264,1274
31212,15,1292,1323
31212,16,1781,1324
31212,17,3501,2204
31212,18,2380,2040
31212,19,1526,1335
31212,20,875,968
31212,21,662,710
31212,22,409,575
31212,23,268,339
31213,0,97,54
31213,1,36,40
31213,2,36,16
31213,3,19,20
31213,4,12,13
31213,5,96,200
31213,6,281,1283
31213,7,722,2704
31213,8,1654,3096
31213,9,1380,1514
31213,10,1073,1142
31213,11,1090,1052
31213,12,1369,1369
31213,13,1213,1396
31213,14,1227,1217
31213,15,1196,1030
31213,16,1810,1516
31213,17,3713,2541
31213,18,2960,1859
31213,19,1294,1016
31213,20,780,615
31213,21,511,355
31213,22,281,214
31213,23,160,168
31214,0,388,497
31214,1,326,231
31214,2,185,160
31214,3,74,80
31214,4,53,23
31214,5,189,39
31214,6,666,319
31214,7,1719,663
31214,8,2310,743
31214,9,1068,674
31214,10,1012,810
31214,11,1174,1106
31214,12,1561,1616
31214,13,1533,1348
31214,14,1394,1271
31214,15,1214,1724
31214,16,1523,2069
31214,17,2195,3511
31214,18,2121,3288
31214,19,1789,2444
31214,20,1555,1770
31214,21,1273,1377
31214,22,812,1042
31214,23,576,651
31215,0,153,93
31215,1,66,73
31215,2,17,35
31215,3,31,26
31215,4,5,14
31215,5,10,171
31215,6,70,231
31215,7,283,934
31215,8,407,2363
31215,9,452,1209
31215,10,541,844
31215,11,761,1093
31215,12,848,1429
31215,13,1101,1599
31215,14,1320,1644
31215,15,1391,1710
31215,16,1584,1918
31215,17,2181,2414
31215,18,1818,2120
31215,19,1292,1542
31215,20,946,920
31215,21,670,477
31215,22,426,270
31215,23,237,113
31216,0,64,49
31216,1,28,20
31216,2,21,23
31216,3,4,8
31216,4,3,9
31216,5,14,79
31216,6,166,181
31216,7,230,974
31216,8,402,2882
31216,9,288,1375
31216,10,340,367
31216,11,592,478
31216,12,976,843
31216,13,756,939
31216,14,642,835
31216,15,713,667
31216,16,1018,669
31216,17,3192,858
31216,18,1455,635
31216,19,629,400
31216,20,575,256
31216,21,325,230
31216,22,284,160
31216,23,121,98
31217,0,48,67
31217,1,19,35
31217,2,2,19
31217,3,3,7
31217,4,3,9
31217,5,17,91
31217,6,133,976
31217,7,180,1890
31217,8,218,2925
31217,9,268,1173
31217,10,417,553
31217,11,619,689
31217,12,819,920
31217,13,896,1146
31217,14,959,968
31217,15,1792,1030
31217,16,3139,1137
31217,17,3725,864
31217,18,1281,592
31217,19,543,382
31217,20,407,371
31217,21,240,295
31217,22,129,211
31217,23,72,164
31218,0,51,141
31218,1,10,80
31218,2,6,19
31218,3,2,19
31218,4,5,12
31218,5,46,23
31218,6,1172,458
31218,7,1634,1272
31218,8,2156,2759
31218,9,1030,1484
31218,10,462,738
31218,11,726,789
31218,12,823,1021
31218,13,878,1054
31218,14,1182,1089
31218,15,1431,1683
31218,16,2133,2399
31218,17,3302,2691
31218,18,1715,1611
31218,19,769,633
31218,20,370,505
31218,21,274,374
31218,22,174,320
31218,23,94,260
31219,0,40,35
31219,1,22,21
31219,2,10,10
31219,3,1,1
31219,4,13,14
31219,5,8,97
31219,6,19,722
31219,7,51,1074
31219,8,222,2682
31219,9,224,1354
31219,10,310,1123
31219,11,691,1209
31219,12,1091,1447
31219,13,1388,1736
31219,14,1467,1640
31219,15,2303,1805
31219,16,3007,1836
31219,17,3627,1440
31219,18,1406,861
31219,19,762,468
31219,20,497,270
31219,21,291,204
31219,22,144,137
31219,23,89,83
31220,0,25,22
31220,1,10,16
31220,2,5,10
31220,3,2,14
31220,4,2,27
31220,5,24,229
31220,6,192,319
31220,7,126,1582
31220,8,201,1741
31220,9,199,603
31220,10,240,252
31220,11,431,307
31220,12,598,375
31220,13,444,446
31220,14,661,401
31220,15,789,299
31220,16,1598,311
31220,17,1034,264
31220,18,932,225
31220,19,445,148
31220,20,224,113
31220,21,155,111
31220,22,73,76
31220,23,64,28
31221,0,103,76
31221,1,88,50
31221,2,72,20
31221,3,25,15
31221,4,9,32
31221,5,26,157
31221,6,30,488
31221,7,144,1591
31221,8,413,1960
31221,9,529,831
31221,10,518,593
31221,11,797,857
31221,12,1202,1171
31221,13,1149,1192
31221,14,1026,1013
31221,15,1201,935
31221,16,1938,976
31221,17,3173,1719
31221,18,1694,1331
31221,19,978,901
31221,20,683,582
31221,21,422,370
31221,22,257,246
31221,23,143,133
31222,0,225,226
31222,1,106,147
31222,2,65,39
31222,3,22,24
31222,4,9,16
31222,5,41,44
31222,6,254,295
31222,7,423,1241
31222,8,675,2600
31222,9,708,1215
31222,10,1076,985
31222,11,1418,1465
31222,12,1707,1915
31222,13,2096,2135
31222,14,2121,2177
31222,15,2267,2206
31222,16,2854,2454
31222,17,4282,2921
31222,18,2933,2434
31222,19,1786,1739
31222,20,1389,1357
31222,21,965,1031
31222,22,677,649
31222,23,365,470
31223,0,161,252
31223,1,63,148
31223,2,50,129
31223,3,22,54
31223,4,15,35
31223,5,51,91
31223,6,242,260
31223,7,1306,940
31223,8,2953,1286
31223,9,1046,744
31223,10,595,481
31223,11,664,462
31223,12,819,596
31223,13,687,646
31223,14,663,643
31223,15,707,619
31223,16,990,1027
31223,17,1816,2221
31223,18,1845,2540
31223,19,1219,1549
31223,20,873,990
31223,21,663,813
31223,22,610,616
31223,23,310,383
31224,0,30,17
31224,1,29,7
31224,2,4,5
31224,3,10,1
31224,5,96,99
31224,6,40,482
31224,7,273,1446
31224,8,332,1512
31224,9,337,556
31224,10,362,421
31224,11,484,536
31224,12,720,739
31224,13,747,746
31224,14,679,669
31224,15,638,505
31224,16,1071,535
31224,17,2100,759
31224,18,1217,634
31224,19,711,385
31224,20,405,237
31224,21,307,127
31224,22,152,58
31224,23,68,31
31225,0,171,129
31225,1,81,58
31225,2,39,56
31225,3,26,29
31225,4,19,15
31225,5,233,65
31225,6,47,360
31225,7,124,916
31225,8,402,1857
31225,9,424,1521
31225,10,546,922
31225,11,704,1180
31225,12,866,1306
31225,13,1063,1432
31225,14,1056,1456
31225,15,1319,1474
31225,16,1401,1559
31225,17,2081,2100
31225,18,1821,2074
31225,19,1110,1257
31225,20,790,749
31225,21,557,391
31225,22,328,194
31225,23,152,142
31226,0,60,69
31226,1,15,51
31226,2,13,20
31226,3,4,16
31226,4,1,2
31226,5,65,20
31226,6,91,115
31226,7,219,188
31226,8,687,271
31226,9,454,366
31226,10,292,262
31226,11,341,263
31226,12,461,261
31226,13,352,289
31226,14,366,374
31226,15,507,297
31226,16,610,376
31226,17,684,529
31226,18,482,558
31226,19,402,372
31226,20,271,240
31226,21,162,138
31226,22,114,88
31226,23,88,56
31227,0,86,65
31227,1,35,44
31227,2,38,30
31227,3,32,20
31227,4,6,13
31227,5,17,27
31227,6,39,181
31227,7,123,1385
31227,8,567,5699
31227,9,410,5810
31227,10,464,1974
31227,11,799,1150
31227,12,1090,1336
31227,13,959,1344
31227,14,836,936
31227,15,907,823
31227,16,1729,690
31227,17,2854,989
31227,18,1397,803
31227,19,723,397
31227,20,505,277
31227,21,345,164
31227,22,253,137
31227,23,167,100
31228,0,418,249
31228,1,137,135
31228,2,71,74
31228,3,24,40
31228,4,12,19
31228,5,52,494
31228,6,247,907
31228,7,639,1453
31228,8,981,1998
31228,9,1018,1591
31228,10,910,1095
31228,11,883,1504
31228,12,1223,2059
31228,13,1686,1701
31228,14,1464,1563
31228,15,1616,1797
31228,16,1993,2104
31228,17,2717,2909
31228,18,2626,3219
31228,19,2328,2039
31228,20,1816,1328
31228,21,1499,863
31228,22,1020,543
31228,23,545,337
31229,0,279,388
31229,1,217,215
31229,2,127,133
31229,3,50,47
31229,4,35,43
31229,5,353,262
31229,6,1679,567
31229,7,3375,884
31229,8,2071,1024
31229,9,1491,784
31229,10,1418,1020
31229,11,1617,1444
31229,12,1891,1689
31229,13,1680,1467
31229,14,1510,1511
31229,15,1585,1807
31229,16,1722,2709
31229,17,2356,4756
31229,18,2940,3818
31229,19,2532,3171
31229,20,1777,2207
31229,21,1097,1561
31229,22,845,1098
31229,23,532,621
31230,0,69,57
31230,1,24,25
31230,2,13,12
31230,3,9,15
31230,4,8,7
31230,5,33,46
31230,6,104,463
31230,7,388,2080
31230,8,666,4016
31230,9,610,1471
31230,10,762,897
31230,11,1029,1221
31230,12,1348,1503
31230,13,1309,1548
31230,14,1338,1371
31230,15,1425,1426
31230,16,1975,1642
31230,17,3656,1993
31230,18,3835,1799
31230,19,1552,1074
31230,20,887,654
31230,21,464,418
31230,22,350,252
31230,23,183,162
31231,0,65,89
31231,1,54,63
31231,2,22,42
31231,3,13,13
31231,4,3,7
31231,5,12,68
31231,6,192,832
31231,7,274,3154
31231,8,407,2489
31231,9,572,1337
31231,10,767,1022
31231,11,1093,1217
31231,12,1464,1674
31231,13,1402,1736
31231,14,1567,1682
31231,15,2084,1796
31231,16,3183,1898
31231,17,3913,1977
31231,18,1760,1476
31231,19,942,790
31231,20,600,571
31231,21,439,415
31231,22,281,286
31231,23,159,209
31232,0,209,108
31232,1,104,55
31232,2,61,33
31232,3,19,13
31232,4,6,21
31232,5,28,126
31232,6,92,421
31232,7,515,869
31232,8,667,1441
31232,9,496,1546
31232,10,524,1037
31232,11,754,1419
31232,12,1054,1673
31232,13,1685,1705
31232,14,1611,1827
31232,15,1563,1595
31232,16,1697,1887
31232,17,2427,2730
31232,18,2437,2359
31232,19,1783,1538
31232,20,1507,884
31232,21,1290,558
31232,22,792,334
31232,23,447,169
31233,0,92,105
31233,1,73,38
31233,2,40,23
31233,3,16,13
31233,4,8,31
31233,5,19,200
31233,6,175,319
31233,7,272,1996
31233,8,588,6309
31233,9,691,3257
31233,10,592,1086
31233,11,774,967
31233,12,1007,1264
31233,13,1004,1087
31233,14,1069,1045
31233,15,1058,962
31233,16,1878,1161
31233,17,4054,1687
31233,18,2232,1028
31233,19,942,594
31233,20,607,476
31233,21,441,316
31233,22,280,194
31233,23,183,140
31234,0,151,191
31234,1,78,126
31234,2,49,57
31234,3,22,39
31234,4,25,10
31234,5,93,75
31234,6,195,190
31234,7,410,1082
31234,8,1464,2238
31234,9,1391,1854
31234,10,860,861
31234,11,935,823
31234,12,1094,1032
31234,13,1087,1018
31234,14,868,883
31234,15,918,883
31234,16,1199,1049
31234,17,2312,2118
31234,18,2205,2048
31234,19,1478,1405
31234,20,917,912
31234,21,631,697
31234,22,524,562
31234,23,314,321
31235,0,96,123
31235,1,42,56
31235,2,25,38
31235,3,3,25
31235,4,8,17
31235,5,3,16
31235,6,7,83
31235,7,39,380
31235,8,151,2171
31235,9,223,1349
31235,10,402,561
31235,11,677,601
31235,12,810,706
31235,13,922,748
31235,14,980,783
31235,15,1052,878
31235,16,1182,810
31235,17,2116,729
31235,18,1334,724
31235,19,758,471
31235,20,511,366
31235,21,339,313
31235,22,276,278
31235,23,150,161
31236,0,129,64
31236,1,47,52
31236,2,40,45
31236,3,15,27
31236,4,3,9
31236,5,12,98
31236,6,92,284
31236,7,193,763
31236,8,477,1385
31236,9,398,1378
31236,10,479,897
31236,11,687,817
31236,12,820,864
31236,13,796,933
31236,14,988,922
31236,15,1181,895
31236,16,1745,869
31236,17,2229,1056
31236,18,1534,1052
31236,19,992,547
31236,20,535,384
31236,21,439,175
31236,22,246,123
31236,23,159,87
31237,0,122,217
31237,1,66,95
31237,2,50,68
31237,3,15,54
31237,4,9,49
31237,5,46,54
31237,6,178,131
31237,7,591,337
31237,8,1404,1854
31237,9,1554,1572
31237,10,1016,847
31237,11,891,909
31237,12,1044,1243
31237,13,1111,1271
31237,14,995,1228
31237,15,1015,1145
31237,16,1083,1254
31237,17,2283,2295
31237,18,2015,2232
31237,19,1470,1523
31237,20,1063,1082
31237,21,817,863
31237,22,474,503
31237,23,235,409
31238,0,128,112
31238,1,61,43
31238,2,36,22
31238,3,7,15
31238,4,11,10
31238,5,14,45
31238,6,105,486
31238,7,493,1272
31238,8,778,3255
31238,9,486,1166
31238,10,634,754
31238,11,823,899
31238,12,1128,1241
31238,13,1334,1474
31238,14,1382,1332
31238,15,1442,1397
31238,16,1825,1559
31238,17,3588,1771
31238,18,2268,1570
31238,19,1117,943
31238,20,689,613
31238,21,487,392
31238,22,363,250
31238,23,220,199
31239,0,111,94
31239,1,75,44
31239,2,42,30
31239,3,24,30
31239,4,9,18
31239,5,20,160
31239,6,152,545
31239,7,554,1918
31239,8,1526,3572
31239,9,1357,1703
31239,10,809,866
31239,11,992,990
31239,12,1163,1187
31239,13,1200,1080
31239,14,1172,1028
31239,15,1140,895
31239,16,1497,1055
31239,17,2882,1665
31239,18,2270,1436
31239,19,1062,829
31239,20,667,520
31239,21,340,306
31239,22,237,421
31239,23,192,150
31240,0,132,149
31240,1,98,120
31240,2,50,70
31240,3,25,29
31240,4,11,9
31240,5,15,11
31240,6,74,76
31240,7,193,104
31240,8,320,295
31240,9,718,454
31240,10,697,698
31240,11,1199,1040
31240,12,1330,1156
31240,13,1379,1317
31240,14,1516,1477
31240,15,1535,1603
31240,16,1511,1762
31240,17,1514,1861
31240,18,1406,1788
31240,19,1176,1111
31240,20,1081,877
31240,21,527,618
31240,22,422,451
31240,23,217,235
31241,0,266,389
31241,1,170,195
31241,2,126,128
31241,3,87,69
31241,4,31,24
31241,5,357,124
31241,6,716,513
31241,7,2267,2090
31241,8,4733,4522
31241,9,4330,3999
31241,10,1963,1649
31241,11,1549,1296
31241,12,1686,1498
31241,13,1462,1306
31241,14,1225,1271
31241,15,1482,1350
31241,16,2154,1931
31241,17,3709,2897
31241,18,3521,3011
31241,19,2206,2181
31241,20,1457,1581
31241,21,1130,1359
31241,22,639,1109
31241,23,501,750
31242,0,79,55
31242,1,35,23
31242,2,23,21
31242,3,11,6
31242,4,5,13
31242,5,12,104
31242,6,48,260
31242,7,240,1352
31242,8,386,3354
31242,9,413,1274
31242,10,488,555
31242,11,764,703
31242,12,1064,1046
31242,13,1079,1109
31242,14,1107,917
31242,15,1036,826
31242,16,1716,845
31242,17,3474,899
31242,18,1776,722
31242,19,620,372
31242,20,522,292
31242,21,381,180
31242,22,255,162
31242,23,182,103
31243,0,56,77
31243,1,39,71
31243,2,17,34
31243,3,7,21
31243,4,9,15
31243,5,18,22
31243,6,211,442
31243,7,686,1523
31243,8,624,3009
31243,9,551,1860
31243,10,598,1662
31243,11,1004,1969
31243,12,1681,2323
31243,13,1941,2467
31243,14,2296,2323
31243,15,2562,2564
31243,16,4002,2581
31243,17,4742,1756
31243,18,1722,1165
31243,19,887,680
31243,20,529,511
31243,21,362,476
31243,22,184,333
31243,23,134,182
31244,0,98,174
31244,1,24,94
31244,2,11,64
31244,3,6,25
31244,4,20,21
31244,5,147,154
31244,6,739,808
31244,7,1499,1800
31244,8,2107,2688
31244,9,1052,1530
31244,10,661,747
31244,11,757,602
31244,12,997,841
31244,13,664,915
31244,14,711,845
31244,15,1264,1000
31244,16,2335,1484
31244,17,2504,2428
31244,18,1838,1887
31244,19,906,1306
31244,20,576,1002
31244,21,299,861
31244,22,232,564
31244,23,199,325
31245,0,205,204
31245,1,120,137
31245,2,89,105
31245,3,68,64
31245,4,25,11
31245,5,142,45
31245,6,385,154
31245,7,1095,594
31245,8,1994,730
31245,9,818,557
31245,10,665,481
31245,11,660,520
31245,12,790,706
31245,13,772,761
31245,14,762,839
31245,15,823,876
31245,16,1162,1225
31245,17,1499,2002
31245,18,1435,2406
31245,19,1235,1743
31245,20,935,1190
31245,21,651,818
31245,22,545,580
31245,23,319,393
31246,0,178,172
31246,1,68,96
31246,2,36,47
31246,3,23,30
31246,4,10,21
31246,5,65,68
31246,6,129,160
31246,7,499,951
31246,8,1187,2112
31246,9,1031,1906
31246,10,801,1381
31246,11,983,1435
31246,12,1152,1712
31246,13,1316,1646
31246,14,1373,1630
31246,15,1418,1857
31246,16,1777,1992
31246,17,2371,2825
31246,18,2177,2747
31246,19,1695,1735
31246,20,1228,1043
31246,21,819,659
31246,22,547,461
31246,23,328,585
31247,0,405,497
31247,1,185,271
31247,2,94,144
31247,3,48,83
31247,4,15,39
31247,5,49,173
31247,6,240,563
31247,7,782,1065
31247,8,1429,2064
31247,9,1720,2218
31247,10,2219,2827
31247,11,3206,3412
31247,12,4217,4531
31247,13,4958,4776
31247,14,5660,5385
31247,15,5596,5336
31247,16,5724,5479
31247,17,6561,5452
31247,18,3922,4171
31247,19,2916,2797
31247,20,2329,2230
31247,21,1685,1674
31247,22,1049,1088
31247,23,654,778
31248,0,112,153
31248,1,40,49
31248,2,13,17
31248,3,17,24
31248,4,2,9
31248,5,10,22
31248,6,154,302
31248,7,373,493
31248,8,593,1632
31248,9,805,1260
31248,10,1079,1445
31248,11,1740,2184
31248,12,2123,2462
31248,13,2764,2716
31248,14,2943,3026
31248,15,3199,3103
31248,16,3427,2867
31248,17,4128,2689
31248,18,2483,2287
31248,19,1377,1439
31248,20,1125,1218
31248,21,723,873
31248,22,371,537
31248,23,197,270
31249,0,272,314
31249,1,136,176
31249,2,93,115
31249,3,26,35
31249,4,10,22
31249,5,18,15
31249,6,177,183
31249,7,681,743
31249,8,1359,1244
31249,9,1192,1330
31249,10,1452,1621
31249,11,2034,2186
31249,12,2719,2807
31249,13,2878,2904
31249,14,3024,3089
31249,15,3097,3296
31249,16,3156,3279
31249,17,3878,4134
31249,18,3394,3474
31249,19,2336,2276
31249,20,1666,1594
31249,21,1154,1172
31249,22,846,947
31249,23,483,533
31250,0,56,34
31250,1,22,31
31250,2,20,8
31250,3,15,6
31250,4,8,6
31250,5,46,77
31250,6,13,392
31250,7,150,909
31250,8,283,2162
31250,9,304,869
31250,10,286,347
31250,11,432,353
31250,12,555,464
31250,13,501,581
31250,14,571,449
31250,15,600,459
31250,16,940,449
31250,17,2433,480
31250,18,1056,342
31250,19,491,240
31250,20,404,184
31250,21,259,99
31250,22,191,114
31250,23,100,64
31251,0,92,220
31251,1,35,106
31251,2,34,85
31251,3,14,47
31251,4,15,29
31251,5,80,21
31251,6,222,151
31251,7,514,581
31251,8,1841,1630
31251,9,1667,1261
31251,10,898,641
31251,11,658,491
31251,12,759,725
31251,13,688,668
31251,14,577,584
31251,15,674,601
31251,16,939,803
31251,17,1737,1193
31251,18,1362,1312
31251,19,929,932
31251,20,572,791
31251,21,432,676
31251,22,263,489
31251,23,139,365
31252,0,50,34
31252,1,23,21
31252,2,14,2
31252,3,8,1
31252,4,4,1
31252,5,16,11
31252,6,19,281
31252,7,109,685
31252,8,567,2467
31252,9,357,1200
31252,10,380,393
31252,11,608,418
31252,12,634,545
31252,13,544,663
31252,14,561,568
31252,15,600,473
31252,16,977,496
31252,17,2203,622
31252,18,1475,436
31252,19,528,294
31252,20,391,180
31252,21,299,151
31252,22,186,136
31252,23,107,68
31253,0,42,20
31253,1,17,7
31253,2,15,11
31253,3,12,5
31253,4,1,5
31253,5,28,19
31253,6,43,169
31253,7,117,532
31253,8,309,2806
31253,9,274,1425
31253,10,266,386
31253,11,356,331
31253,12,478,497
31253,13,596,497
31253,14,524,480
31253,15,462,383
31253,16,612,362
31253,17,1806,505
31253,18,2277,378
31253,19,654,214
31253,20,386,126
31253,21,286,83
31253,22,143,60
31253,23,82,26
31254,0,55,72
31254,1,46,38
31254,2,51,19
31254,3,24,8
31254,4,10,12
31254,5,15,66
31254,6,96,605
31254,7,351,1869
31254,8,476,2817
31254,9,446,1130
31254,10,475,558
31254,11,654,528
31254,12,829,793
31254,13,875,885
31254,14,734,726
31254,15,860,706
31254,16,1959,864
31254,17,3243,1142
31254,18,1771,980
31254,19,753,554
31254,20,529,372
31254,21,359,280
31254,22,224,203
31254,23,167,129
31255,0,131,91
31255,1,58,66
31255,2,23,37
31255,3,8,23
31255,4,1,16
31255,5,46,304
31255,6,259,655
31255,7,536,1425
31255,8,1130,2340
31255,9,798,920
31255,10,611,573
31255,11,765,681
31255,12,856,831
31255,13,842,905
31255,14,750,745
31255,15,849,838
31255,16,1429,869
31255,17,2213,1510
31255,18,1462,1323
31255,19,851,829
31255,20,537,487
31255,21,329,356
31255,22,210,275
31255,23,138,204
31256,0,74,57
31256,1,39,36
31256,2,22,27
31256,3,8,35
31256,4,8,15
31256,5,18,356
31256,6,42,640
31256,7,209,1147
31256,8,413,1639
31256,9,388,893
31256,10,497,671
31256,11,602,777
31256,12,764,1059
31256,13,1006,1138
31256,14,989,1006
31256,15,1214,1030
31256,16,1351,1104
31256,17,2160,1411
31256,18,1719,1482
31256,19,1081,966
31256,20,698,501
31256,21,617,430
31256,22,320,200
31256,23,218,167
31257,0,115,160
31257,1,80,79
31257,2,25,63
31257,3,18,39
31257,4,17,25
31257,5,16,123
31257,6,182,521
31257,7,663,1291
31257,8,1184,1644
31257,9,900,1176
31257,10,795,743
31257,11,842,813
31257,12,1122,1196
31257,13,1428,1240
31257,14,1332,1223
31257,15,1383,1279
31257,16,1834,1679
31257,17,2782,2174
31257,18,2572,2066
31257,19,1545,1253
31257,20,1090,1009
31257,21,782,761
31257,22,491,552
31257,23,295,357
31258,0,640,608
31258,1,289,313
31258,2,117,143
31258,3,73,108
31258,4,20,33
31258,5,67,348
31258,6,541,713
31258,7,1630,1218
31258,8,1104,1253
31258,9,1317,1555
31258,10,2341,2491
31258,11,3799,3785
31258,12,4733,4451
31258,13,5009,4871
31258,14,5197,5004
31258,15,5294,5377
31258,16,4858,5061
31258,17,5297,5495
31258,18,4946,5078
31258,19,3816,3503
31258,20,2823,2744
31258,21,2091,2225
31258,22,1673,1525
31258,23,1010,1013
31259,0,30,38
31259,1,22,30
31259,2,5,26
31259,4,2,13
31259,5,3,3
31259,6,42,41
31259,7,76,531
31259,8,30,2371
31259,9,72,850
31259,10,105,210
31259,11,178,186
31259,12,243,198
31259,13,218,255
31259,14,228,194
31259,15,278,210
31259,16,759,321
31259,17,1504,259
31259,18,534,175
31259,19,355,91
31259,20,218,79
31259,21,119,70
31259,22,73,57
31259,23,48,37
31260,0,64,150
31260,1,41,84
31260,2,28,58
31260,3,8,35
31260,4,13,6
31260,5,56,51
31260,6,88,273
31260,7,526,781
31260,8,829,2300
31260,9,788,1131
31260,10,439,411
31260,11,588,357
31260,12,712,502
31260,13,681,716
31260,14,772,675
31260,15,705,517
31260,16,1380,612
31260,17,2256,992
31260,18,1014,986
31260,19,566,539
31260,20,423,420
31260,21,341,339
31260,22,148,211
31260,23,118,187
31261,0,103,89
31261,1,43,95
31261,2,34,63
31261,3,16,13
31261,4,8,23
31261,5,18,25
31261,6,45,451
31261,7,160,1285
31261,8,203,1302
31261,9,208,370
31261,10,383,286
31261,11,593,352
31261,12,820,422
31261,13,858,571
31261,14,932,545
31261,15,837,595
31261,16,1040,521
31261,17,1215,625
31261,18,985,783
31261,19,682,384
31261,20,533,246
31261,21,327,287
31261,22,196,200
31261,23,158,161
31262,0,59,60
31262,1,48,28
31262,2,19,20
31262,3,7,6
31262,5,35,167
31262,6,175,400
31262,7,193,1004
31262,8,329,1618
31262,9,347,734
31262,10,462,554
31262,11,556,578
31262,12,758,804
31262,13,683,807
31262,14,747,777
31262,15,798,800
31262,16,1176,851
31262,17,1781,1090
31262,18,1714,1057
31262,19,938,696
31262,20,571,338
31262,21,423,284
31262,22,283,153
31262,23,187,167
31263,0,117,154
31263,1,47,146
31263,2,35,59
31263,3,12,33
31263,4,5,30
31263,5,63,146
31263,6,246,285
31263,7,584,770
31263,8,1888,2383
31263,9,1705,1566
31263,10,985,619
31263,11,880,780
31263,12,995,1054
31263,13,943,1032
31263,14,865,816
31263,15,911,978
31263,16,1328,1347
31263,17,2356,1648
31263,18,1679,1322
31263,19,974,911
31263,20,635,638
31263,21,480,506
31263,22,376,456
31263,23,207,261
31264,0,98,71
31264,1,36,32
31264,2,23,33
31264,3,11,14
31264,4,6,5
31264,5,20,10
31264,6,74,266
31264,7,297,987
31264,8,596,2319
31264,9,603,1194
31264,10,383,656
31264,11,786,900
31264,12,909,1191
31264,13,1039,1250
31264,14,1185,1111
31264,15,1171,1078
31264,16,2021,1154
31264,17,2751,1657
31264,18,1427,1272
31264,19,686,805
31264,20,575,468
31264,21,443,322
31264,22,343,201
31264,23,243,113
31265,0,275,246
31265,1,119,154
31265,2,42,97
31265,3,32,49
31265,4,29,28
31265,5,163,107
31265,6,822,353
31265,7,1795,1215
31265,8,3108,2010
31265,9,1650,1324
31265,10,1054,834
31265,11,1004,908
31265,12,1122,1066
31265,13,1144,1152
31265,14,995,1121
31265,15,1112,1405
31265,16,1397,1767
31265,17,2448,3189
31265,18,2323,3288
31265,19,1535,1774
31265,20,1226,1266
31265,21,922,945
31265,22,655,680
31265,23,360,450
31266,0,177,339
31266,1,95,234
31266,2,51,165
31266,3,33,81
31266,4,29,58
31266,5,363,69
31266,6,1148,224
31266,7,1804,363
31266,8,1771,507
31266,9,1013,440
31266,10,828,430
31266,11,911,657
31266,12,979,882
31266,13,1027,1053
31266,14,920,1019
31266,15,1072,957
31266,16,1113,1420
31266,17,1996,2549
31266,18,2577,2958
31266,19,2041,2431
31266,20,1190,1929
31266,21,862,1346
31266,22,536,1082
31266,23,332,677
31267,0,176,251
31267,1,79,104
31267,2,49,65
31267,3,20,35
31267,4,21,10
31267,5,199,22
31267,6,416,106
31267,7,764,744
31267,8,2658,2927
